sample_id,Lead_gt_15
sample_008488,0.0
sample_004982,0.0
sample_011548,0.0
sample_003081,0.0
sample_004223,0.0
sample_003296,0.0
sample_001356,0.0
sample_008483,0.0
sample_002232,0.0
sample_010366,0.0
sample_002312,0.0
sample_006620,0.0
sample_012126,0.0
sample_013225,0.0
sample_003637,0.0
sample_004824,0.0
sample_002486,0.0
sample_005812,0.0
sample_005767,0.0
sample_012876,0.0
sample_013014,0.0
sample_006974,0.0
sample_000040,0.0
sample_011880,0.0
sample_015754,0.0
sample_004315,0.0
sample_013048,0.0
sample_010443,0.0
sample_011234,0.0
sample_012062,0.0
sample_004905,0.0
sample_002133,0.0
sample_016520,0.0
sample_016605,0.0
sample_003996,0.0
sample_014275,0.0
sample_004151,0.0
sample_003588,0.0
sample_002733,0.0
sample_009637,0.0
sample_006946,0.0
sample_015692,0.0
sample_004721,0.0
sample_002438,0.0
sample_004893,0.0
sample_010980,0.0
sample_017596,0.0
sample_006955,0.0
sample_008499,0.0
sample_004330,0.0
sample_017264,0.0
sample_009111,0.0
sample_001266,0.0
sample_015608,0.0
sample_005838,0.0
sample_016989,0.0
sample_006992,0.0
sample_001416,0.0
sample_013185,0.0
sample_004156,0.0
sample_013975,0.0
sample_003679,0.0
sample_014814,0.0
sample_000968,0.0
sample_012352,0.0
sample_017475,0.0
sample_000229,0.0
sample_006117,0.0
sample_000900,0.0
sample_013624,0.0
sample_001508,0.0
sample_009576,0.0
sample_007395,0.0
sample_001126,0.0
sample_005240,0.0
sample_016971,0.0
sample_000587,0.0
sample_006896,0.0
sample_009175,0.0
sample_009693,0.0
sample_006007,0.0
sample_007167,0.0
sample_011511,0.0
sample_016929,0.0
sample_000481,0.0
sample_014566,0.0
sample_004774,0.0
sample_004695,0.0
sample_010978,0.0
sample_008426,0.0
sample_005484,0.0
sample_016322,0.0
sample_001488,0.0
sample_015230,0.0
sample_007502,0.0
sample_011518,0.0
sample_014267,0.0
sample_004555,0.0
sample_010641,0.0
sample_016503,0.0
sample_010577,0.0
sample_001170,0.0
sample_014809,0.0
sample_004880,0.0
sample_012617,0.0
sample_012221,0.0
sample_007842,0.0
sample_010858,0.0
sample_013649,0.0
sample_001420,0.0
sample_016128,0.0
sample_008974,0.0
sample_004248,0.0
sample_017636,0.0
sample_000766,0.0
sample_008210,0.0
sample_013380,0.0
sample_008462,0.0
sample_007966,0.0
sample_010156,0.0
sample_014971,0.0
sample_014081,0.0
sample_014968,0.0
sample_012747,0.0
sample_007159,0.0
sample_000849,0.0
sample_016612,0.0
sample_008028,0.0
sample_007890,0.0
sample_010428,0.0
sample_003985,0.0
sample_001987,0.0
sample_007045,0.0
sample_001703,0.0
sample_006415,0.0
sample_013914,0.0
sample_002966,0.0
sample_010342,0.0
sample_015525,0.0
sample_014188,0.0
sample_007529,0.0
sample_002093,0.0
sample_013182,0.0
sample_003716,0.0
sample_015506,0.0
sample_017649,0.0
sample_013630,0.0
sample_010861,0.0
sample_006377,0.0
sample_002095,0.0
sample_002423,0.0
sample_002096,0.0
sample_000933,0.0
sample_017015,0.0
sample_006318,0.0
sample_004086,0.0
sample_016455,0.0
sample_008983,0.0
sample_012538,0.0
sample_005219,0.0
sample_015378,0.0
sample_017276,0.0
sample_015678,0.0
sample_014063,0.0
sample_011403,0.0
sample_004506,0.0
sample_001064,0.0
sample_010445,0.0
sample_001460,0.0
sample_016124,0.0
sample_000413,0.0
sample_007524,0.0
sample_010735,0.0
sample_013136,0.0
sample_005335,0.0
sample_012289,0.0
sample_007166,0.0
sample_000875,0.0
sample_010361,0.0
sample_001141,0.0
sample_006608,0.0
sample_003196,0.0
sample_010846,0.0
sample_012799,0.0
sample_015866,0.0
sample_006208,0.0
sample_011633,0.0
sample_014641,0.0
sample_002907,0.0
sample_002853,0.0
sample_011086,0.0
sample_001883,0.0
sample_000234,0.0
sample_016295,0.0
sample_014418,0.0
sample_000987,0.0
sample_007598,0.0
sample_015008,0.0
sample_013294,0.0
sample_014379,0.0
sample_013090,0.0
sample_013966,0.0
sample_004046,0.0
sample_003453,0.0
sample_016419,0.0
sample_013209,0.0
sample_016634,0.0
sample_002663,0.0
sample_013534,0.0
sample_009955,0.0
sample_011823,0.0
sample_007847,0.0
sample_001491,0.0
sample_004655,0.0
sample_009123,0.0
sample_017114,0.0
sample_003882,0.0
sample_001358,0.0
sample_010389,0.0
sample_011015,0.0
sample_004153,0.0
sample_008683,0.0
sample_000159,0.0
sample_008420,0.0
sample_007861,0.0
sample_013342,0.0
sample_012383,0.0
sample_015981,0.0
sample_001974,0.0
sample_001989,0.0
sample_014437,0.0
sample_001711,0.0
sample_010127,0.0
sample_000556,0.0
sample_002847,0.0
sample_006754,0.0
sample_003795,0.0
sample_009541,0.0
sample_016793,0.0
sample_002804,0.0
sample_002924,0.0
sample_015654,0.0
sample_000487,0.0
sample_012833,0.0
sample_008843,0.0
sample_007019,0.0
sample_009187,0.0
sample_011527,0.0
sample_005447,0.0
sample_009754,0.0
sample_013861,0.0
sample_000412,0.0
sample_012908,0.0
sample_003793,0.0
sample_009270,0.0
sample_013349,0.0
sample_000530,0.0
sample_009218,0.0
sample_016868,0.0
sample_002708,0.0
sample_016505,0.0
sample_005609,0.0
sample_017531,0.0
sample_012197,0.0
sample_008283,0.0
sample_013851,0.0
sample_003260,0.0
sample_017066,0.0
sample_015063,0.0
sample_009364,0.0
sample_006910,0.0
sample_004114,0.0
sample_003701,0.0
sample_001510,0.0
sample_009382,0.0
sample_007678,0.0
sample_016575,0.0
sample_008414,0.0
sample_002557,0.0
sample_007322,0.0
sample_009738,0.0
sample_004399,0.0
sample_016204,0.0
sample_001443,0.0
sample_014309,0.0
sample_017202,0.0
sample_010258,0.0
sample_008059,0.0
sample_007580,0.0
sample_015643,0.0
sample_011151,0.0
sample_012245,0.0
sample_002517,0.0
sample_012569,0.0
sample_005678,0.0
sample_006693,0.0
sample_010599,0.0
sample_017225,0.0
sample_012167,0.0
sample_015498,0.0
sample_004226,0.0
sample_017172,0.0
sample_015502,0.0
sample_000669,0.0
sample_000065,0.0
sample_006439,0.0
sample_004683,0.0
sample_014386,0.0
sample_010178,0.0
sample_007742,0.0
sample_004299,0.0
sample_000503,0.0
sample_005182,0.0
sample_012119,0.0
sample_004519,0.0
sample_009286,0.0
sample_016416,0.0
sample_012074,0.0
sample_016138,0.0
sample_001392,0.0
sample_007994,0.0
sample_004532,0.0
sample_017495,0.0
sample_009263,0.0
sample_008211,0.0
sample_001308,0.0
sample_011786,0.0
sample_011580,0.0
sample_011177,0.0
sample_004964,0.0
sample_012165,0.0
sample_008106,0.0
sample_010371,0.0
sample_000675,0.0
sample_006018,0.0
sample_004884,0.0
sample_016807,0.0
sample_011990,0.0
sample_011870,0.0
sample_006673,0.0
sample_004488,0.0
sample_007439,0.0
sample_004802,0.0
sample_001231,0.0
sample_006520,0.0
sample_014674,0.0
sample_007373,0.0
sample_003649,0.0
sample_009252,0.0
sample_013702,0.0
sample_015826,0.0
sample_006729,0.0
sample_011468,0.0
sample_013134,0.0
sample_010413,0.0
sample_001891,0.0
sample_001730,0.0
sample_010930,0.0
sample_006950,0.0
sample_001912,0.0
sample_012675,0.0
sample_015482,0.0
sample_011724,0.0
sample_002922,0.0
sample_008163,0.0
sample_014026,0.0
sample_010679,0.0
sample_010234,0.0
sample_002916,0.0
sample_011777,0.0
sample_007595,0.0
sample_009772,0.0
sample_001330,0.0
sample_002488,0.0
sample_016302,0.0
sample_010972,0.0
sample_009763,0.0
sample_013046,0.0
sample_001587,0.0
sample_001092,0.0
sample_009994,0.0
sample_002354,0.0
sample_001366,0.0
sample_001897,0.0
sample_011370,0.0
sample_011561,0.0
sample_006386,0.0
sample_007370,0.0
sample_014403,0.0
sample_013059,0.0
sample_008955,0.0
sample_012496,0.0
sample_004954,0.0
sample_006441,0.0
sample_012681,0.0
sample_001878,0.0
sample_006375,0.0
sample_000365,0.0
sample_013867,0.0
sample_012400,0.0
sample_006547,0.0
sample_014408,0.0
sample_011093,0.0
sample_007768,0.0
sample_008201,0.0
sample_003601,0.0
sample_004569,0.0
sample_001753,0.0
sample_003277,0.0
sample_003982,0.0
sample_005742,0.0
sample_017530,0.0
sample_003389,0.0
sample_001812,0.0
sample_011574,0.0
sample_007939,0.0
sample_012442,0.0
sample_008950,0.0
sample_008728,0.0
sample_004962,0.0
sample_016882,0.0
sample_014057,0.0
sample_014481,0.0
sample_007725,0.0
sample_017583,0.0
sample_004844,0.0
sample_015012,0.0
sample_015203,0.0
sample_005837,0.0
sample_004792,0.0
sample_002986,0.0
sample_017425,0.0
sample_016967,0.0
sample_016870,0.0
sample_009284,0.0
sample_007651,0.0
sample_008940,0.0
sample_008253,0.0
sample_007956,0.0
sample_010843,0.0
sample_011740,0.0
sample_011615,0.0
sample_011877,0.0
sample_001311,0.0
sample_016049,0.0
sample_008541,0.0
sample_001689,0.0
sample_010653,0.0
sample_008792,0.0
sample_016457,0.0
sample_006086,0.0
sample_012576,0.0
sample_013393,0.0
sample_013231,0.0
sample_016068,0.0
sample_004558,0.0
sample_016229,0.0
sample_012288,0.0
sample_007119,0.0
sample_005539,0.0
sample_003195,0.0
sample_017562,0.0
sample_002619,0.0
sample_011733,0.0
sample_008424,0.0
sample_006845,0.0
sample_004296,0.0
sample_002038,0.0
sample_005821,0.0
sample_014182,0.0
sample_002921,0.0
sample_013808,0.0
sample_017379,0.0
sample_000437,0.0
sample_000457,0.0
sample_000524,0.0
sample_017181,0.0
sample_016269,0.0
sample_014165,0.0
sample_017704,0.0
sample_000280,0.0
sample_003162,0.0
sample_007025,0.0
sample_013621,0.0
sample_002814,0.0
sample_005647,0.0
sample_005894,0.0
sample_001594,0.0
sample_008577,0.0
sample_008979,0.0
sample_009372,0.0
sample_003956,0.0
sample_000974,0.0
sample_010275,0.0
sample_014865,0.0
sample_009429,0.0
sample_008829,0.0
sample_009926,0.0
sample_010907,0.0
sample_001857,0.0
sample_014043,0.0
sample_008237,0.0
sample_009913,0.0
sample_017124,0.0
sample_013284,0.0
sample_001045,0.0
sample_005680,0.0
sample_001903,0.0
sample_009050,0.0
sample_001512,0.0
sample_010454,0.0
sample_016336,0.0
sample_003897,0.0
sample_017484,0.0
sample_002942,0.0
sample_015717,0.0
sample_010551,0.0
sample_013590,0.0
sample_010588,0.0
sample_001470,0.0
sample_017709,0.0
sample_011521,0.0
sample_009404,0.0
sample_012880,0.0
sample_017416,0.0
sample_014964,0.0
sample_002060,0.0
sample_017035,0.0
sample_014836,0.0
sample_012180,0.0
sample_006838,0.0
sample_016578,0.0
sample_003207,0.0
sample_003792,0.0
sample_015619,0.0
sample_014310,0.0
sample_016147,0.0
sample_003424,0.0
sample_009314,0.0
sample_011989,0.0
sample_009598,0.0
sample_000608,0.0
sample_012246,0.0
sample_014549,0.0
sample_004220,0.0
sample_017219,0.0
sample_013906,0.0
sample_003833,0.0
sample_004194,0.0
sample_012237,0.0
sample_013179,0.0
sample_016772,0.0
sample_000170,0.0
sample_002717,0.0
sample_002531,0.0
sample_006933,0.0
sample_005031,0.0
sample_000333,0.0
sample_004804,0.0
sample_006945,0.0
sample_002657,0.0
sample_004272,0.0
sample_009151,0.0
sample_003748,0.0
sample_003173,0.0
sample_009932,0.0
sample_012292,0.0
sample_002468,0.0
sample_004146,0.0
sample_000544,0.0
sample_006764,0.0
sample_017058,0.0
sample_014072,0.0
sample_000382,0.0
sample_013283,0.0
sample_010552,0.0
sample_006612,0.0
sample_010264,0.0
sample_012025,0.0
sample_013451,0.0
sample_011799,0.0
sample_013112,0.0
sample_008364,0.0
sample_011045,0.0
sample_004109,0.0
sample_012099,0.0
sample_003436,0.0
sample_004621,0.0
sample_001657,0.0
sample_008038,0.0
sample_010871,0.0
sample_010028,0.0
sample_013860,0.0
sample_015272,0.0
sample_009841,0.0
sample_012715,0.0
sample_000311,0.0
sample_017469,0.0
sample_012662,0.0
sample_015611,0.0
sample_007622,0.0
sample_012073,0.0
sample_007286,0.0
sample_009622,0.0
sample_010912,0.0
sample_010676,0.0
sample_012199,0.0
sample_017512,0.0
sample_003868,0.0
sample_004322,0.0
sample_008214,0.0
sample_011545,0.0
sample_015131,0.0
sample_015452,0.0
sample_011848,0.0
sample_005018,0.0
sample_015702,0.0
sample_016260,0.0
sample_006003,0.0
sample_008244,0.0
sample_017036,0.0
sample_008806,0.0
sample_012981,0.0
sample_016318,0.0
sample_006661,0.0
sample_002900,0.0
sample_016665,0.0
sample_016324,0.0
sample_002120,0.0
sample_008877,0.0
sample_010004,0.0
sample_014888,0.0
sample_012500,0.0
sample_016841,0.0
sample_015991,0.0
sample_000260,0.0
sample_016686,0.0
sample_008774,0.0
sample_014153,0.0
sample_013989,0.0
sample_005562,0.0
sample_013050,0.0
sample_011077,0.0
sample_008199,0.0
sample_017169,0.0
sample_008922,0.0
sample_016923,0.0
sample_011966,0.0
sample_013147,0.0
sample_007156,0.0
sample_005245,0.0
sample_003350,0.0
sample_012947,0.0
sample_016948,0.0
sample_008055,0.0
sample_015588,0.0
sample_014810,0.0
sample_016860,0.0
sample_010215,0.0
sample_009989,0.0
sample_001125,0.0
sample_012498,0.0
sample_010566,0.0
sample_004767,0.0
sample_002617,0.0
sample_014640,0.0
sample_008805,0.0
sample_015969,0.0
sample_000518,0.0
sample_003846,0.0
sample_008183,0.0
sample_008017,0.0
sample_017571,0.0
sample_012239,0.0
sample_013947,0.0
sample_000473,0.0
sample_010293,0.0
sample_007233,0.0
sample_000045,0.0
sample_013297,0.0
sample_012070,0.0
sample_004971,0.0
sample_010219,0.0
sample_007001,0.0
sample_000337,0.0
sample_013924,0.0
sample_000953,0.0
sample_012796,0.0
sample_010286,0.0
sample_014868,0.0
sample_015447,0.0
sample_016057,0.0
sample_011302,0.0
sample_003354,0.0
sample_010418,0.0
sample_013244,0.0
sample_012562,0.0
sample_012642,0.0
sample_013921,0.0
sample_015444,0.0
sample_005743,0.0
sample_007841,0.0
sample_007839,0.0
sample_013115,0.0
sample_014062,0.0
sample_009361,0.0
sample_014443,0.0
sample_004799,0.0
sample_003749,0.0
sample_010016,0.0
sample_011012,0.0
sample_012676,0.0
sample_010176,0.0
sample_005953,0.0
sample_006289,0.0
sample_007686,0.0
sample_002597,0.0
sample_007556,0.0
sample_012477,0.0
sample_007224,0.0
sample_015779,0.0
sample_014624,0.0
sample_005002,0.0
sample_006023,0.0
sample_014315,0.0
sample_014171,0.0
sample_009299,0.0
sample_003063,0.0
sample_015904,0.0
sample_010883,0.0
sample_011927,0.0
sample_007023,0.0
sample_003518,0.0
sample_013900,0.0
sample_014078,0.0
sample_015858,0.0
sample_001762,0.0
sample_017473,0.0
sample_014790,0.0
sample_007697,0.0
sample_008429,0.0
sample_004748,0.0
sample_017505,0.0
sample_010775,0.0
sample_010398,0.0
sample_010024,0.0
sample_016412,0.0
sample_001410,0.0
sample_010250,0.0
sample_005710,0.0
sample_006698,0.0
sample_005199,0.0
sample_015997,0.0
sample_007198,0.0
sample_016556,0.0
sample_005776,0.0
sample_016183,0.0
sample_007770,0.0
sample_006442,0.0
sample_015298,0.0
sample_008811,0.0
sample_008656,0.0
sample_010270,0.0
sample_014986,0.0
sample_003304,0.0
sample_016542,0.0
sample_005420,0.0
sample_010494,0.0
sample_012000,0.0
sample_003092,0.0
sample_015681,0.0
sample_017458,0.0
sample_001674,0.0
sample_013352,0.0
sample_005526,0.0
sample_009417,0.0
sample_014639,0.0
sample_007313,0.0
sample_004422,0.0
sample_001950,0.0
sample_007000,0.0
sample_011146,0.0
sample_014293,0.0
sample_010854,0.0
sample_008988,0.0
sample_012995,0.0
sample_008220,0.0
sample_014846,0.0
sample_001646,0.0
sample_009146,0.0
sample_003496,0.0
sample_014896,0.0
sample_003668,0.0
sample_013881,0.0
sample_015485,0.0
sample_017633,0.0
sample_006592,0.0
sample_012850,0.0
sample_016449,0.0
sample_017086,0.0
sample_007943,0.0
sample_001393,0.0
sample_003645,0.0
sample_017605,0.0
sample_005534,0.0
sample_012922,0.0
sample_003431,0.0
sample_005751,0.0
sample_005221,0.0
sample_008134,0.0
sample_009168,0.0
sample_003740,0.0
sample_008226,0.0
sample_003382,0.0
sample_013181,0.0
sample_003743,0.0
sample_002959,0.0
sample_012671,0.0
sample_005989,0.0
sample_013038,0.0
sample_002176,0.0
sample_010627,0.0
sample_003058,0.0
sample_010604,0.0
sample_005485,0.0
sample_002806,0.0
sample_017243,0.0
sample_016212,0.0
sample_009879,0.0
sample_000202,0.0
sample_002556,0.0
sample_010210,0.0
sample_016309,0.0
sample_013610,0.0
sample_009374,0.0
sample_008149,0.0
sample_017128,0.0
sample_000119,0.0
sample_006984,0.0
sample_016931,0.0
sample_012255,0.0
sample_015084,0.0
sample_009666,0.0
sample_016831,0.0
sample_011296,0.0
sample_006328,0.0
sample_000238,0.0
sample_006936,0.0
sample_004221,0.0
sample_006911,0.0
sample_005477,0.0
sample_008305,0.0
sample_014129,0.0
sample_006313,0.0
sample_013384,0.0
sample_015967,0.0
sample_015694,0.0
sample_017387,0.0
sample_017297,0.0
sample_011413,0.0
sample_001329,0.0
sample_013705,0.0
sample_016752,0.0
sample_013265,0.0
sample_014232,0.0
sample_017196,0.0
sample_004728,0.0
sample_009135,0.0
sample_007771,0.0
sample_010838,0.0
sample_006323,0.0
sample_012679,0.0
sample_008882,0.0
sample_014088,0.0
sample_015580,0.0
sample_002706,0.0
sample_013213,0.0
sample_016248,0.0
sample_002672,0.0
sample_006774,0.0
sample_014859,0.0
sample_009264,0.0
sample_014288,0.0
sample_002147,0.0
sample_007588,0.0
sample_001024,0.0
sample_004276,0.0
sample_008781,0.0
sample_016371,0.0
sample_008503,0.0
sample_011066,0.0
sample_006235,0.0
sample_016670,0.0
sample_016337,0.0
sample_012827,0.0
sample_001519,0.0
sample_004387,0.0
sample_014304,0.0
sample_015245,0.0
sample_016317,0.0
sample_013431,0.0
sample_003862,0.0
sample_013586,0.0
sample_012670,0.0
sample_010904,0.0
sample_012302,0.0
sample_002903,0.0
sample_012153,0.0
sample_008733,0.0
sample_013262,0.0
sample_009969,0.0
sample_007970,0.0
sample_007155,0.0
sample_004609,0.0
sample_000399,0.0
sample_011433,0.0
sample_004782,0.0
sample_007432,0.0
sample_017417,0.0
sample_005904,0.0
sample_003281,0.0
sample_005222,0.0
sample_017060,0.0
sample_013240,0.0
sample_009173,0.0
sample_001435,0.0
sample_007537,0.0
sample_004592,0.0
sample_011423,0.0
sample_005585,0.0
sample_011474,0.0
sample_014331,0.0
sample_005882,0.0
sample_011454,0.0
sample_003986,0.0
sample_005401,0.0
sample_003068,0.0
sample_015439,0.0
sample_011490,0.0
sample_005954,0.0
sample_013475,0.0
sample_005491,0.0
sample_016415,0.0
sample_001012,0.0
sample_000616,0.0
sample_016262,0.0
sample_011569,0.0
sample_016712,0.0
sample_016428,0.0
sample_000676,0.0
sample_002854,0.0
sample_004620,0.0
sample_010695,0.0
sample_002756,0.0
sample_008809,0.0
sample_010623,0.0
sample_012764,0.0
sample_010802,0.0
sample_017018,0.0
sample_017354,0.0
sample_001234,0.0
sample_015324,0.0
sample_012473,0.0
sample_014439,0.0
sample_001273,0.0
sample_013949,0.0
sample_007184,0.0
sample_003643,0.0
sample_006954,0.0
sample_015070,0.0
sample_015044,0.0
sample_002088,0.0
sample_005241,0.0
sample_009176,0.0
sample_013940,0.0
sample_015101,0.0
sample_003762,0.0
sample_000571,0.0
sample_010664,0.0
sample_004648,0.0
sample_013510,0.0
sample_009076,0.0
sample_012278,0.0
sample_001589,0.0
sample_001515,0.0
sample_009424,0.0
sample_004502,0.0
sample_002270,0.0
sample_013663,0.0
sample_002503,0.0
sample_014432,0.0
sample_014365,0.0
sample_015903,0.0
sample_003665,0.0
sample_008670,0.0
sample_017548,0.0
sample_006464,0.0
sample_016107,0.0
sample_014871,0.0
sample_009445,0.0
sample_009368,0.0
sample_007124,0.0
sample_012809,0.0
sample_017576,0.0
sample_011496,0.0
sample_000753,0.0
sample_000567,0.0
sample_003872,0.0
sample_003469,0.0
sample_001822,0.0
sample_008867,0.0
sample_006685,0.0
sample_001270,0.0
sample_006419,0.0
sample_010622,0.0
sample_007404,0.0
sample_009396,0.0
sample_011418,0.0
sample_008250,0.0
sample_012492,0.0
sample_012194,0.0
sample_008732,0.0
sample_014598,0.0
sample_008659,0.0
sample_007219,0.0
sample_009248,0.0
sample_012487,0.0
sample_012303,0.0
sample_001748,0.0
sample_008635,0.0
sample_013836,0.0
sample_002185,0.0
sample_006624,0.0
sample_004281,0.0
sample_014523,0.0
sample_012134,0.0
sample_012438,0.0
sample_008563,0.0
sample_001185,0.0
sample_005053,0.0
sample_016409,0.0
sample_005332,0.0
sample_001797,0.0
sample_016380,0.0
sample_002505,0.0
sample_014037,0.0
sample_015777,0.0
sample_016174,0.0
sample_017309,0.0
sample_008359,0.0
sample_010670,0.0
sample_006048,0.0
sample_007846,0.0
sample_004368,0.0
sample_001572,0.0
sample_000383,0.0
sample_017384,0.0
sample_015164,0.0
sample_000995,0.0
sample_014626,0.0
sample_011172,0.0
sample_015837,0.0
sample_001501,0.0
sample_014029,0.0
sample_005823,0.0
sample_006051,0.0
sample_002936,0.0
sample_002885,0.0
sample_000206,0.0
sample_016754,0.0
sample_015487,0.0
sample_011983,0.0
sample_006180,0.0
sample_011708,0.0
sample_004370,0.0
sample_008172,0.0
sample_004825,0.0
sample_017421,0.0
sample_007437,0.0
sample_000256,0.0
sample_006828,0.0
sample_011773,0.0
sample_010711,0.0
sample_013347,0.0
sample_006184,0.0
sample_007778,0.0
sample_016046,0.0
sample_017011,0.0
sample_016353,0.0
sample_003369,0.0
sample_016856,0.0
sample_009812,0.0
sample_012279,0.0
sample_012010,0.0
sample_006255,0.0
sample_016733,0.0
sample_015206,0.0
sample_008876,0.0
sample_009648,0.0
sample_015547,0.0
sample_004120,0.0
sample_003923,0.0
sample_017131,0.0
sample_013930,0.0
sample_007955,0.0
sample_006704,0.0
sample_006614,0.0
sample_009488,0.0
sample_004652,0.0
sample_008605,0.0
sample_007584,0.0
sample_005308,0.0
sample_009608,0.0
sample_004512,0.0
sample_009068,0.0
sample_006381,0.0
sample_013685,0.0
sample_009376,0.0
sample_007909,0.0
sample_005955,0.0
sample_001144,0.0
sample_013503,0.0
sample_000694,0.0
sample_007887,0.0
sample_005552,0.0
sample_007957,0.0
sample_000794,0.0
sample_014920,0.0
sample_012468,0.0
sample_011890,0.0
sample_009169,0.0
sample_017277,0.0
sample_003470,0.0
sample_008290,0.0
sample_000289,0.0
sample_006912,0.0
sample_004584,0.0
sample_006099,0.0
sample_011056,0.0
sample_002698,0.0
sample_010922,0.0
sample_016558,0.0
sample_002554,0.0
sample_004329,0.0
sample_011583,0.0
sample_009143,0.0
sample_017501,0.0
sample_002054,0.0
sample_002571,0.0
sample_004618,0.0
sample_002549,0.0
sample_010272,0.0
sample_012568,0.0
sample_014351,0.0
sample_009355,0.0
sample_000366,0.0
sample_003165,0.0
sample_002858,0.0
sample_002046,0.0
sample_010487,0.0
sample_002893,0.0
sample_013690,0.0
sample_009520,0.0
sample_009890,0.0
sample_005960,0.0
sample_001995,0.0
sample_007979,0.0
sample_002078,0.0
sample_005185,0.0
sample_007599,0.0
sample_002821,0.0
sample_002435,0.0
sample_009710,0.0
sample_006560,0.0
sample_014983,0.0
sample_013931,0.0
sample_008463,0.0
sample_008328,0.0
sample_002807,0.0
sample_014342,0.0
sample_000632,0.0
sample_016525,0.0
sample_006039,0.0
sample_010553,0.0
sample_014592,0.0
sample_002134,0.0
sample_000832,0.0
sample_017459,0.0
sample_005101,0.0
sample_006510,0.0
sample_012359,0.0
sample_000895,0.0
sample_000103,0.0
sample_015494,0.0
sample_000314,0.0
sample_014487,0.0
sample_005492,0.0
sample_006790,0.0
sample_000043,0.0
sample_006647,0.0
sample_009337,0.0
sample_015242,0.0
sample_008555,0.0
sample_014513,0.0
sample_012403,0.0
sample_000386,0.0
sample_014704,0.0
sample_005652,0.0
sample_002159,0.0
sample_010642,0.0
sample_004940,0.0
sample_003098,0.0
sample_008910,0.0
sample_014862,0.0
sample_009923,0.0
sample_005693,0.0
sample_014227,0.0
sample_006136,0.0
sample_017171,0.0
sample_014760,0.0
sample_017385,0.0
sample_015888,0.0
sample_009499,0.0
sample_007384,0.0
sample_014031,0.0
sample_008497,0.0
sample_005376,0.0
sample_005780,0.0
sample_009684,0.0
sample_017527,0.0
sample_002944,0.0
sample_016724,0.0
sample_002040,0.0
sample_006164,0.0
sample_009473,0.0
sample_010298,0.0
sample_014297,0.0
sample_015680,0.0
sample_010315,0.0
sample_004301,0.0
sample_008953,0.0
sample_006646,0.0
sample_011650,0.0
sample_006344,0.0
sample_000942,0.0
sample_000443,0.0
sample_009203,0.0
sample_014084,0.0
sample_014718,0.0
sample_005193,0.0
sample_001552,0.0
sample_010520,0.0
sample_015021,0.0
sample_013686,0.0
sample_010496,0.0
sample_010910,0.0
sample_003788,0.0
sample_007036,0.0
sample_006795,0.0
sample_017450,0.0
sample_013746,0.0
sample_003213,0.0
sample_011310,0.0
sample_002516,0.0
sample_000939,0.0
sample_012444,0.0
sample_014016,0.0
sample_012928,0.0
sample_007641,0.0
sample_016881,0.0
sample_009638,0.0
sample_013813,0.0
sample_013353,0.0
sample_007857,0.0
sample_013310,0.0
sample_000250,0.0
sample_008783,0.0
sample_002406,0.0
sample_009970,0.0
sample_000458,0.0
sample_000432,0.0
sample_014725,0.0
sample_012244,0.0
sample_011212,0.0
sample_015221,0.0
sample_002215,0.0
sample_001854,0.0
sample_000686,0.0
sample_008976,0.0
sample_006466,0.0
sample_015733,0.0
sample_014838,0.0
sample_015648,0.0
sample_012101,0.0
sample_005207,0.0
sample_004578,0.0
sample_004138,0.0
sample_005184,0.0
sample_001168,0.0
sample_016199,0.0
sample_010533,0.0
sample_014860,0.0
sample_014509,0.0
sample_017624,0.0
sample_013204,0.0
sample_014392,0.0
sample_014769,0.0
sample_007916,0.0
sample_001735,0.0
sample_010220,0.0
sample_014701,0.0
sample_006627,0.0
sample_005858,0.0
sample_004265,0.0
sample_001495,0.0
sample_017684,0.0
sample_014126,0.0
sample_013026,0.0
sample_014847,0.0
sample_014942,0.0
sample_000954,0.0
sample_001571,0.0
sample_008854,0.0
sample_000067,0.0
sample_016647,0.0
sample_014972,0.0
sample_014673,0.0
sample_005969,0.0
sample_007048,0.0
sample_008819,0.0
sample_017540,0.0
sample_016999,0.0
sample_003714,0.0
sample_010636,0.0
sample_010146,0.0
sample_006886,0.0
sample_009251,0.0
sample_004404,0.0
sample_006447,0.0
sample_015031,0.0
sample_008562,0.0
sample_009784,0.0
sample_011996,0.0
sample_007900,0.0
sample_001063,0.0
sample_006001,0.0
sample_006582,0.0
sample_006258,0.0
sample_005305,0.0
sample_005382,0.0
sample_015368,0.0
sample_014499,0.0
sample_009058,0.0
sample_007318,0.0
sample_017614,0.0
sample_007821,0.0
sample_000630,0.0
sample_011707,0.0
sample_013723,0.0
sample_017017,0.0
sample_005228,0.0
sample_002082,0.0
sample_010704,0.0
sample_007527,0.0
sample_002053,0.0
sample_003724,0.0
sample_012247,0.0
sample_005650,0.0
sample_003942,0.0
sample_009492,0.0
sample_014170,0.0
sample_013373,0.0
sample_011347,0.0
sample_003707,0.0
sample_010794,0.0
sample_011760,0.0
sample_010438,0.0
sample_015727,0.0
sample_015792,0.0
sample_012596,0.0
sample_000034,0.0
sample_010606,0.0
sample_016985,0.0
sample_007082,0.0
sample_000712,0.0
sample_006130,0.0
sample_008081,0.0
sample_003479,0.0
sample_006340,0.0
sample_004411,0.0
sample_011020,0.0
sample_009967,0.0
sample_013354,0.0
sample_003786,0.0
sample_005820,0.0
sample_000136,0.0
sample_005402,0.0
sample_017290,0.0
